id|sentence
CNXP-opiniao-20190309-c2b2dff9-37|"(Mateus 25, 35-40)
Passamos mais um tempo sem notícias de Kleber, até o sábado de Carnaval, quando minha esposa e filha foram viajar para a casa de minha cunhada e eu fiquei em casa cuidando de nossos ""familiares de quatro patas"", meu filhote de dinossauro e meu velhinho que mais parece chulé...
Meu interfone tocou."
CNXP-opiniao-20190309-c2b2dff9-38|Fui atender e vi que era Kleber, acompanhado de sua bicicleta, a mesma camiseta, sua educação, formalidade e serenidade de sempre.
CNXP-opiniao-20190309-c2b2dff9-39|Perguntou-me se eu tinha algum trabalho que ele pudesse executar.
CNXP-opiniao-20190309-c2b2dff9-40|Eu disse-lhe que, como ele havia me informado que além de serviço de jardinagem (diga-se de passagem, jardinagem ornamental, também!)
CNXP-opiniao-20190309-c2b2dff9-41|ele fazia limpeza de caixa de gordura, precisaria, sim, porém, na semana seguinte.
CNXP-opiniao-20190309-c2b2dff9-42|Foi quando vi a esperança transbordar de seus olhos em forma de lágrimas.
CNXP-opiniao-20190309-c2b2dff9-43|Perguntei-lhe o que estava acontecendo.
CNXP-opiniao-20190309-c2b2dff9-44|Ele, tentando manter a dignidade perguntou-me novamente se não havia nada que pudesse fazer como varrer o chão, lavar as paredes, qualquer coisa... Kleber relatou-me que estava há cinco dias procurando trabalho e não encontrava nada para fazer.
CNXP-opiniao-20190309-c2b2dff9-45|As palavras começaram a fugir-lhe da boca e então o interrompi, dizendo que já havia entendido.
CNXP-opiniao-20190309-c2b2dff9-46|Eu percebí a gravidade da situação.
CNXP-opiniao-20190309-c2b2dff9-47|Disse-lhe, então, que tinha trabalho, sim, mas que como não costumava manter dinheiro em casa, não seria de grande ajuda.
CNXP-opiniao-20190309-c2b2dff9-48|"As lágrimas retesadas correram-lhe pelo rosto ao mesmo tempo que pedi-lhe um instante para verificar se eu tinha alguma reserva para ""emprestar-lhe""."
CNXP-opiniao-20190309-c2b2dff9-49|"Ele negou-se a aceitar, pois sabia, pelo precedente, que não seria um ""empréstimo""."
CNXP-opiniao-20190309-c2b2dff9-50|"Naquele momento de ""desespero"", eu ofereci que me acompanhasse à mesa, para almoçarmos, juntos."
CNXP-opiniao-20190309-c2b2dff9-51|"Ele também agradeceu e mais uma vez, com os olhos cheios marejados recusou, com uma educação que vi em poucas pessoas em minha vida, dizendo que não podia aceitar, pois seu ""pessoal"" estava esperando em casa por ele e isso não seria justo."
CNXP-opiniao-20190309-c2b2dff9-52|Perguntei-lhe qual o valor do trabalho dele para limpar minha caixa de gordura.
CNXP-opiniao-20190309-c2b2dff9-53|"Disse-me: ""o que o senhor puder me dar."""
CNXP-opiniao-20190309-c2b2dff9-54|Como eu disse, não costumamos ter dinheiro em casa, mas naquele sábado, por mais incrível que pareça, pela Graça de Deus, eu tinha!
CNXP-opiniao-20190309-c2b2dff9-55|"Alguns podem chamar isso de coincidência, eu chamo de Providência...
Antes dele começar o trabalho, ofereci novamente o almoço, dizendo que seria mais prático ele se alimentar antes de começar o duro trabalho e que eu faria uma espécie de marmita, num recipiente plástico, para que levasse para sua família."
CNXP-opiniao-20190309-c2b2dff9-56|Novamente ele recusou, educadamente, dizendo que queria terminar logo o trabalho para atender à sua família.
CNXP-opiniao-20190309-c2b2dff9-57|"Enquanto Kleber, muito caprichoso, trabalhava, perguntei a ele se tinha filhos pequenos em casa, pois referia-se à sua família apenas como ""meu pessoal""."
CNXP-opiniao-20190309-c2b2dff9-58|Ele disse que sim.
CNXP-opiniao-20190309-c2b2dff9-59|Então separei cuidadosamente cada tipo de alimento separado dentro do recipiente com papel alumínio e também alguns doces que tínhamos em casa.
CNXP-opiniao-20190309-c2b2dff9-60|"Ao ver o cuidado que tive, ele, emocionado, disse-me: ""não precisava tudo isso, sr. Francisco!"
CNXP-opiniao-20190309-c2b2dff9-61|"Bastava colocar dentro de uma sacola de plástico..."" Meu coração apertou-se naquele momento."
CNXP-opiniao-20190309-c2b2dff9-62|Que tipo de humilhação aquele homem honrado não deve ter passado na vida para dizer algo assim?
CNXP-opiniao-20190309-c2b2dff9-63|"Resgate
Quando eu menos merecia,
Quando sequer
calçar as sandálias em João Batista
Eu deveria,
E não sonhava mais nem
Ser Zaqueu,
Deus me chama
A ser um cirineu."
CNXP-opiniao-20190309-c2b2dff9-64|"(Francisco Teodorico, Mar2019)
Todas as vezes que vejo aprovação de fundos milionários para campanhas políticas, sociopatas fazendo comício em eventos fúnebres, desvio de verba pública, etc."
CNXP-opiniao-20190309-c2b2dff9-65|"lembro-me de quantos ""Kleberes"" não estão surgindo pela quantidade de empregos e trabalhos que deixam de ser gerados."
CNXP-opiniao-20190309-c2b2dff9-66|Tive algumas ideias para ajuda-lo (cartões de visita, indicar seu trabalho a amigos, procurar algum vereador ou grupo paroquial para encaminhá-lo a uma solução definitiva, desnvolver projetos artesanais do Pinterest, etc.
CNXP-opiniao-20190309-c2b2dff9-67|), mas se alguém puder ajudar com outras, não hesitem em fazê-lo.
CNXP-opiniao-20190309-c2b2dff9-68|Peço a ajuda de algum profissional de marketing, alguém que possa oferecer um emprego, um trabalho, uma ideia de como ajudar, qualquer coisa, menos dinheiro, pois isso ele não quer.
CNXP-opiniao-20190309-c2b2dff9-69|"Ao nos despedirmos, Kleber disse-me: ""Sr. Francisco, hoje o senhor me salvou!"""
CNXP-opiniao-20190309-c2b2dff9-70|"ao que respondi: ""Não, Kleber, quem o salvou foi você, há muito tempo atrás, quando decidiu ser o homem que você é hoje, pois aprendeu, apesar das dificuldades incomensuráveis, e colocou em prática as lições dAquele que morreu para nos salvar."
CNXP-opiniao-20190309-c2b2dff9-71|Quem dera em nosso país tivéssemos mais pessoas como você.
CNXP-opiniao-20190309-c2b2dff9-72|"Não existiriam outros ""Kleberes"" em busca de trabalho sem encontrar."""
CNXP-opiniao-20190309-c2b2dff9-73|Mal sabe ele que na verdade não fui eu quem o salvou, mas ele, a muitos de nós (me incluo nesse grupo) que tiveram a oportunidade de conhecê-lo direta ou indiretamente.
CNXP-opiniao-20190309-c2b2dff9-74|"Eu gostaria de dizer, como fazia quando criança que ""quando eu crescer quero ser como Kleber"", mas para mim não dá mais..."
CNXP-opiniao-20190309-c2b2dff9-75|Quem sabe para você ainda não seja tempo, não é?
CNXP-opiniao-20190309-c2b2dff9-76|"Se você que está lendo este artigo for da cidade de Ribeirão Preto - SP (ou conhecer alguém daqui) e puder ajudar contratando-o para serviços de jardinagem, limpeza de caixa de gordura, pequenos consertos, pode obter os dados dele em:
Cartão virtual - Kleber
https://about.me/kleber
Nossas últimas palavras de despedida, um para o outro, foram:
""Fique com Deus!"""
CNXP-opiniao-20190309-c2b2dff9-77|Tive a sensação, em meu coração, que eu já estava.
CNXP-opiniao-20190309-c2b2dff9-78|"(Fotos by ""minha filha"")
PS: Não tomei essa iniciativa esperando que Deus me recompense, mas para compartilhar uma parte ínfima do ""mais que suficiente"" que Ele me deu."
CNXP-opiniao-20190309-c2b2dff9-79|"Faça o mesmo, deve haver ""Kleberes"" em sua cidade, também."
CNXP-opiniao-20190309-c2b2dff9-80|Porém, sempre com o cuidado de usar o discernimento.
CNXP-opiniao-20190309-c2b2dff9-81|A fome tem pressa.
CNXP-opiniao-20190307-a4de3a88-0|Quando assisti ao tal vídeo que o presidente da república compartilhou, minha primeira reação foi sentir repulsa ao ato abjeto que as imagens mostravam, promovido em público e sem o menor pudor por gente da pior espécie, selvagens e doentes.
CNXP-opiniao-20190307-a4de3a88-1|Foquei naturalmente minha reprovação aos autores daquelas cenas horríveis.
CNXP-opiniao-20190307-a4de3a88-2|Outras pessoas, porém, assistindo ao mesmo vídeo, da mesma fonte, se aterrorizaram com o fato do presidente ter repassado adiante aquelas imagens.
CNXP-opiniao-20190307-a4de3a88-3|Vendo quem eram os puritanos que condenaram Jair Bolsonaro pela denúncia, vi que boa parte integra aquele perfil de gente que defendia a “performance artística lacradora” da criança apalpando o peladão.
CNXP-opiniao-20190307-a4de3a88-4|Logo, sim, estamos diante de esquerdistas convertidos ao puritanismo de última hora com o objetivo exclusivo de — atenção!
CNXP-opiniao-20190307-a4de3a88-5|— execrar quem denuncia e não os autores daquela imundície.
CNXP-opiniao-20190307-a4de3a88-6|Fico pensando se o tal vídeo tivesse sido repassado em tom de promoção de uma “performance”.
CNXP-opiniao-20190307-a4de3a88-7|A tchurminha certamente teria ficado quieta, se tivesse patrocínio da CAIXA, então, aplausos teriam sido registrados.
CNXP-opiniao-20190307-a4de3a88-8|Contudo, o vídeo foi repassado em forma de denúncia, como deveria, afinal, já que o ato É SIM criminoso.
CNXP-opiniao-20190307-a4de3a88-9|E diante disso, claro, a tchurminha mais isentona, menos radical, aquele tipinho nem lá nem cá, nem isso nem aquilo — a turminha do “veja bem” —comprou a narrativa da extrema-imprensa e formatou sua crítica de modo que acertasse primeiro o denunciante e por último, somente para manter a isenção, óbvio, falou alguma coisa sobre o ato denunciado.
CNXP-opiniao-20190307-a4de3a88-10|Já a extrema-esquerda, desavergonhada que é, direcionou a artilharia (ou mijada) exclusivamente contra o denunciante, nada foi dito contra o empoderamento do rabo e da hidratação capilar à base de mijo em via pública.
CNXP-opiniao-20190307-a4de3a88-11|Este é o mundo em que vivemos.
CNXP-opiniao-20190307-a4de3a88-12|Por fim, aos que se dizem de direita e que caíram na armadilha mesmo assim, cabe o alerta de Robert Cialdini, autor de “As Armas da persuasão”, em que diz que “a natureza da má notícia contagia o mensageiro.
CNXP-opiniao-20190307-a4de3a88-13|Existe uma tendência humana natural a desgostar de uma pessoa que traz informações desagradáveis, ainda que ela não tenha causado a má notícia.
CNXP-opiniao-20190307-a4de3a88-14|A simples associação basta para estimular nossa aversão.”.
CNXP-opiniao-20190307-a4de3a88-15|Não sejam idiotas úteis.
CNXP-opiniao-20190306-bbf91efa-0|Por que o post do Bolsonaro chocou tanto a imprensa e o pessoalzinho da esquerda?
CNXP-opiniao-20190306-bbf91efa-1|Não foram as imagens vulgares, pois de vulgaridade é feito o Carnaval — aceitando alguns ou não.
CNXP-opiniao-20190306-bbf91efa-2|Não foi pelo fato de associar putaria explícita aos blocos, pois toda a gente sabe disso, e muitos publicaram o vídeo antes do presidente.
CNXP-opiniao-20190306-bbf91efa-3|"Não foi, ainda pelo fato de um presidente ter tocado no assunto considerado ""polêmico"", pois de polêmicas já estamos fartos depois da era PT."
CNXP-opiniao-20190306-bbf91efa-4|Tivemos presidente que chamou a cidade de Pelotas de exportadora de viados, que assumiu zoofilia e tudo o mais.
CNXP-opiniao-20190306-bbf91efa-5|Dilma então... cada frase que proferia era motivo de vergonha nacional.
CNXP-opiniao-20190306-bbf91efa-6|O que chocou a imprensa e o pessoalzinho que ama defender assassinato de criança ainda no ventre das mães e maconha à la carte, foi o simples fato do presidente pedir para as pessoas comentarem o vídeo.
CNXP-opiniao-20190306-bbf91efa-7|E como sabemos todos, o tipo de gente que achou o post um escândalo, odeia a opinião do povo.
CNXP-opiniao-20190305-e8e8194e-0|O brasileiro parece que tem encontrando, ainda que aos poucos, sua identidade perdida.
CNXP-opiniao-20190305-e8e8194e-1|E essa tem sido uma resposta bem positiva,e pode ser percebida em função da reação que vem tendo diante do contexto político.
CNXP-opiniao-20190305-e8e8194e-2|Nossa situação política e econômica — talvez sem precedente — vem exigindo de cada um de nós um mergulhar profundo em nossa realidade — sobre quem somos e quais as respostas concretas às interrogações da nossa existência, e não apenas sobre os problemas que afetam o país, mas também em soluções.
CNXP-opiniao-20190305-e8e8194e-3|O brasileiro tem se posicionado de modo firme e franco no sentido da sociedade que deseja e não tolera mais.
CNXP-opiniao-20190305-e8e8194e-4|Vemos constantemente que o nível de exigência junto aos poderes públicos, sem dar sinal de voltar atrás, tem sido um posicionamento crescente e até austero, como vemos nas redes sociais, mesmo após as eleições de 2018.
CNXP-opiniao-20190305-e8e8194e-5|O tema corrupção ganhou a atenção plena do brasileiro, a partir da famosa “Operação Lava Jato”, fator principal de motivação que o impulsionou no investimento do seu tempo em pesquisar, questionar, debater e a compartilhar de todas as formas o que se descobria dia após dia.
CNXP-opiniao-20190305-e8e8194e-6|Mesmo porque, vários reflexos foram gerados pela corrupção instaurada no país.
CNXP-opiniao-20190305-e8e8194e-7|Parece que o dito popular “somos como o time do América, nada, nada… mas, sempre morre na praia”, não faz mais parte da vida do brasileiro, visto que seu posicionamento tem sido constante, mesmo “virando o Ano” e vivenciando a prisão de “tubarões políticos”.
CNXP-opiniao-20190305-e8e8194e-8|O brasileiro não tem se dado por satisfeito apenas com a punição dos corruptos e corruptores.
CNXP-opiniao-20190305-e8e8194e-9|Todas as mudanças transformadoras que temos experimentado jamais teriam iniciado sem que ele, o brasileiro, tivesse dado as mãos as informações diárias, que vinham à superfície como convite a um aprofundamento.
CNXP-opiniao-20190305-e8e8194e-10|Talvez tenha sido o período de tempo em que o brasileiro mais se envolveu em conhecer os fatos para de fato discuti-los, e poder desenvolver transformações ao seu redor.
CNXP-opiniao-20190305-e8e8194e-11|Quando esse processo de conhecer os fatos acontece por meio da leitura, podemos começar a alterar o ranking, em que somos considerados um povo de pouca leitura e não muito afeito a ler.
CNXP-opiniao-20190305-e8e8194e-12|Realmente, ainda somos um povo que lê pouco — o que lê é superficial, e quando lê pode desistir na menor complexidade do texto.
CNXP-opiniao-20190305-e8e8194e-13|E isso o atinge diretamente quando as questões complexas da vida exige maior nível de aprofundamento.
CNXP-opiniao-20190305-e8e8194e-14|A vida, naturalmente, se encarrega de trazer desafios complexos, que precisam ser conhecidos e solucionados, como: o equilíbrio das finanças, o desenvolvimento saudável dos filhos, o aperfeiçoamento profissional, etc.
CNXP-opiniao-20190305-e8e8194e-15|Qualquer que seja a complexidade que envolva a vida do brasileiro, este precisará se envolver com todo tipo de leitura, a fim de desenvolver pensamentos que trabalhem na direção de soluções.
CNXP-opiniao-20190305-e8e8194e-16|Pois, de outra forma, o encontro com a complexidade, seja na vida ou na leitura, poderá ser uma “arma” com projéteis de impotências apontados contra si mesmo.
CNXP-opiniao-20190305-e8e8194e-17|Deixo uma pequena reflexão muito conhecida: “me diga o que lês, e eu digo quem tu és!”.
CNXP-opiniao-20190302-69af3970-0|No país do mimimi a última polêmica é o pedido de cumprimento voluntário do MEC de que as crianças cantem o Hino Nacional nas escolas de ensino fundamental, com o objetivo de defender o patriotismo nas escolas.
CNXP-opiniao-20190302-69af3970-1|Vamos saudar o Brasil dos novos tempos e celebrar a educação responsável e de qualidade a ser desenvolvida na nossa escola pelos professores, em benefício de vocês, alunos, que constituem a nova geração.
CNXP-opiniao-20190302-69af3970-2|Brasil acima de tudo.
CNXP-opiniao-20190302-69af3970-3|Deus acima de todos!”.
CNXP-opiniao-20190302-69af3970-4|No e-mail em que a carta foi enviada, pede-se ainda que, após a sua leitura, professores, alunos e demais funcionários da escola fiquem perfilados diante da bandeira do Brasil, se houver na unidade de ensino, e que seja executado o Hino Nacional.
CNXP-opiniao-20190302-69af3970-5|Desde minha infância até meus 14 anos, cantei o hino nacional na escola pública onde estudava, com hasteamento da bandeira e sempre torcia para ser o aluno escolhido para hasteá-la (está aí uma ideia: o aluno destaque da semana pode ser o homenageado com essa honra).
CNXP-opiniao-20190302-69af3970-6|Não cresci traumatizado, pelo contrário, sempre me emocionei ao ouvir nosso hino.
CNXP-opiniao-20190302-69af3970-7|"[embed]https://www.youtube.com/watch?v=FcbSueBJldA[/embed]
Em que outro lugar no mundo cria-se polêmica por seguir uma lei?"
CNXP-opiniao-20190302-69af3970-8|Sim, é lei!!!
CNXP-opiniao-20190302-69af3970-9|E o mais irônico disso tudo é ver quem são os nomes ao final do documento (o vice-presidente à epoca, da chapa do PT, e... Fernando Haddad!).
CNXP-opiniao-20190302-69af3970-10|Confesso que por alguns instantes eu cheguei a ficar em dúvida se ainda é um evento cívico cantar o hino nacional (perdemos o hábito, infelizmente), afinal, o alvoroço que foi criado é desproporcional ao fato.
CNXP-opiniao-20190302-69af3970-11|Porém, de fácil entendimento quando vemos quem são os acusadores...
CNXP-opiniao-20190302-69af3970-12|Ouvi diversas críticas à inciativa sobre a filmagem das crianças (até sobre estarem perfiladas!)
CNXP-opiniao-20190302-69af3970-13|como se o Governo quisesse instalar um Big Brother, que obrigasse todos a utilizar esse protocolo, mas bastou ler a mensagem do Ministro (o que muitos jornalistas famosos do establishment parecem não ter feito) para que, desde que tenha uma mínima condição de interpretação de textos simples, se notasse que fizeram uma tremenda tempestade em um copo d'água.
CNXP-opiniao-20190302-69af3970-14|O MEC fez um pedido e não uma ordem para filmar os alunos cantando!
CNXP-opiniao-20190302-69af3970-15|Fica a critério das escolas e dos pais atender ao pedido.
CNXP-opiniao-20190302-69af3970-16|Ricardo Vélez disse que “os diretores que desejarem atender voluntariamente o pedido do ministro” deveriam enviar os vídeos para a assessoria de imprensa do MEC e para a Secretaria Especial de Comunicação Social (Secom) da Presidência da República, como informado pelo site Renova Mídia.
CNXP-opiniao-20190302-69af3970-17|"[01]
O establishment dissemina a informação como se soldados fossem se posicionar na porta das escolas averiguando se a ordem estava sendo seguida."
CNXP-opiniao-20190302-69af3970-18|Essas atitudes infantis são lamentáveis e um desserviço ao país.
CNXP-opiniao-20190302-69af3970-19|Entretanto para atingir essa meta é necessário ter amor ao país e não ao poder, a interesses próprios, mas enfim, continuemos...
CNXP-opiniao-20190302-69af3970-20|"O duplo padrão moral dos esquerdistas é inacreditável e devem acreditar que ainda vivemos na época onde não tínhamos a informação por demanda, onde elas chegavam pré-formatadas em nossas casas:
1) Filmar criança tocando homem pelado em museu, alegam (inclusive as mídias impregnadas de esquerdistas) ser arte; quem discorda é fascista;
2) Filmar criança cantando hino nacional em escola alegam ser abuso; quem discorda também é rotulado de fascista."
CNXP-opiniao-20190302-69af3970-21|A indignação do establishment é curiosamente seletiva, pois não consideram o fato muito mais grave de crianças Sem Terrinha cantarem a Intenacional Socialista em suas escolas ao invés do Hino Nacional de nosso país.
CNXP-opiniao-20190302-69af3970-22|"Fingem não ver que o certificado fornecido pelo MST da campanha de alfabetização ""Sim, eu posso!"""
CNXP-opiniao-20190302-69af3970-23|trazer impressa a bandeira de Cuba e não trazer a do Brasil.
CNXP-opiniao-20190302-69af3970-24|E que não me venham argumentar que o motivo é que o método é cubano (já imaginamos o que é ensinado à essa massa de manobra) porque dá-me preguiça mental só de pensar em desconstruir esse argumento.
CNXP-opiniao-20190302-69af3970-25|O que dizer então do Caderno de Educação do MST?
CNXP-opiniao-20190302-69af3970-26|"O surrealismo é tanto que tenho a sensação que Barcelona é aqui...
Filmamos nossas crianças dançando quadrilha, fazendo apresentação no dia das mães, qual o problema de filmar cantando o hino e hasteando a bandeira???"
CNXP-opiniao-20190302-69af3970-27|Em estádios de futebol, em quadras de vôlei quantas vezes não vemos nossas crianças cantando o hino, em nossas tvs?
CNXP-opiniao-20190302-69af3970-28|Será que elas devem também ser proibidas?
CNXP-opiniao-20190302-69af3970-29|Se tomarmos esse caminho onde vamos parar?
CNXP-opiniao-20190302-69af3970-30|Chegaremos ao tempo em que teremos receio até de cumprimentar (ou não fazê-lo) quem passa ao nosso lado pois não saberemos se é um legalista ou não.
CNXP-opiniao-20190302-69af3970-31|Há quem contra-argumente que os filmes feitos em eventos festivos nas escolas são para arquivo pessoal e que quando a escola filma para enviar ao governo caracteriza-se uma situação diferente.
CNXP-opiniao-20190302-69af3970-32|Também argúem que se tivermos um outro Governo totalitário como os anteriores que seu representante poderia pedir essa gravação.
CNXP-opiniao-20190302-69af3970-33|"Ora, uma simples análise desconstrói facilmente esses argumentos:
1) não é difícil encontrar em sites de escolas vídeos e fotos de eventos comemorativos para o livre acesso do internauta;
2) se o Governo fosse usar esse tipo de ferramenta, certamente não seria um vídeo, onde nossos filhos podem aparecer por alguns segundos, que faria com que eles obtivessem a informação que desejam."
CNXP-opiniao-20190302-69af3970-34|Solicitar a ficha do aluno à secretaria da escola (com os dados do aluno) seria mais eficiente, não?
CNXP-opiniao-20190302-69af3970-35|Isso já começa a chegar no limite da paranóia.
CNXP-opiniao-20190302-69af3970-36|O direito dos pais de não desejarem que a imagem dos filhos seja exposta é justo, mas nosso Ministro já abordou o assunto em sua mensagem original, como você pode observar na cópia, impressa neste artigo.
CNXP-opiniao-20190302-69af3970-37|Qualquer um que queira se precaver, pode entregar, de próprio punho, um documento redigido solicitando que a imagem de seu filho não seja usada sem sua autorização.
CNXP-opiniao-20190302-69af3970-38|E vou até mais longe, as escolas poderiam manter um requerimento pré-formatado, com fornecimento de número de protocolo, para que os pais interessados apenas o assinassem.
CNXP-opiniao-20190302-69af3970-39|"Resumindo: é muito fácil encontrar uma solução pacífica para esse pseudoproblema, mas o objetivo dos acusadores não é caminhar rumo à solução, mas tumultuar (eles usam o eufemismo ""resistir ao"") o governo até seu último dia de mandato, todos nós sabemos disso."
CNXP-opiniao-20190302-69af3970-40|"""Cantar o hino nacional não é constrangimento, é amor à pátria."
CNXP-opiniao-20190302-69af3970-41|Slogan de campanha foi um erro.
CNXP-opiniao-20190302-69af3970-42|Foi um erro e retirei imediatamente.
CNXP-opiniao-20190302-69af3970-43|"Quanto à filmagem, só será divulgada com a autorização da família."""
CNXP-opiniao-20190302-69af3970-44|"(Ministro Ricardo Vélez Rodríguez)
Quanto ao ""slogan de campanha"" entramos numa questão de interpretação."
CNXP-opiniao-20190302-69af3970-45|Somos um país predominantemente cristão (católico) e patriota, logo, o slogan nos representa como povo.
CNXP-opiniao-20190302-69af3970-46|Mas como isso dá margem a mais mimimi, sabiamente o Ministro recuou e retificou a orientação dada pelo MEC.
CNXP-opiniao-20190302-69af3970-47|E claro, o establishment não poderia deixar de tripudiar sobre uma decisão que deveria ser, na verdade, enaltecida.
CNXP-opiniao-20190302-69af3970-48|Gostaria de poder acreditar que o costume adquirido pelos últimos governos autoritários que tivemos fosse o causador dessa estranheza, mas nem com muito esforço eu conseguiria.
CNXP-opiniao-20190302-69af3970-49|Resumindo: a obrigatoriedade (que é legal) é que o hino seja cantado uma vez por semana.
CNXP-opiniao-20190302-69af3970-50|Se continuarem reclamando, vamos propor que seja todos os dias, com meninos vestindo azul e meninas vestindo rosa.
CNXP-opiniao-20190302-69af3970-51|E se persistirem com o mimimi, vamos nós, os pais nos perfilarmos atrás das crianças para cantarmos juntos.
CNXP-opiniao-20190225-3faafc2e-0|Que a educação brasileira é uma vergonha, ninguém se espanta.
CNXP-opiniao-20190225-3faafc2e-1|Mas ultimamente o Brasil vem querendo colocar as mãos pelas pernas no quesito “modernidade”, diversas escolas e municípios estão tentando implantar o ensino de robótica para alunos dos ensinos médio e fundamental, mas como iremos aplicar robótica para pessoas que não entendem de mecânica ou elétrica?
CNXP-opiniao-20190225-3faafc2e-2|É bem difícil encontrar palavras quando o assunto é Educação no Brasil.
CNXP-opiniao-20190225-3faafc2e-3|Infelizmente não temos governantes inteligentes, quase todos são burros, inclusive alguns da tal renovação em 2018.
CNXP-opiniao-20190225-3faafc2e-4|Será difícil entender, meu Deus, que as escolas brasileiras não precisam — ao menos neste momento — de mecânica ou elétrica, ou até mesmo robótica, elas precisam de PORTUGUÊS E MATEMÁTICA.
CNXP-opiniao-20190225-3faafc2e-5|Semana passada conheci uma criança que cursa o 5º ano do ensino fundamental, e pasmem, não sabe LER.
CNXP-opiniao-20190225-3faafc2e-6|Que raios de sistema educacional é esse?
CNXP-opiniao-20190225-3faafc2e-7|Irei usar como exemplo a cidade Manaus, onde moro, que se orgulha de a cada 100 alunos, 91 serem aprovados, mas na prova do IDEB tem uma nota média de 5,23.
CNXP-opiniao-20190225-3faafc2e-8|Por qual motivo lógico, aprovam alunos que não têm capacidade de serem aprovados?
CNXP-opiniao-20190225-3faafc2e-9|É um crime de lesa-majestade, e se fosse nos séculos de ouros, seriam condenados à forca.
CNXP-opiniao-20190225-3faafc2e-10|Continuando a análise da educação, usando como base Manaus, encontro que a Média da Proficiência em Língua Portuguesa é de 261,60 em uma nota que vai até 350.
CNXP-opiniao-20190225-3faafc2e-11|Poderia parar por aqui, mas em matemática fica pior.
CNXP-opiniao-20190225-3faafc2e-12|A nota Média da Proficiência em Matemática é de 252,02 em uma nota que vai até 375.
CNXP-opiniao-20190225-3faafc2e-13|Os alunos da cidade Manaus não conseguem determinar 25% de um número múltiplo de quatro ou associar 50% à sua representação na forma de fração.
CNXP-opiniao-20190225-3faafc2e-14|O pior de tudo é que, de acordo com esse gráfico, Manaus tem uma média no IDEB maior que o Brasil como um todo.
CNXP-opiniao-20190225-3faafc2e-15|É neste cenário caótico que vocês querem empurrar robótica?
CNXP-opiniao-20190225-3faafc2e-16|Pelo amor de Deus, primeiro cuidem da base, reconstruam a nossa base.
CNXP-opiniao-20190225-3faafc2e-17|Ministro Ricardo Vélez, a educação brasileira está em um patamar de cirurgia.
CNXP-opiniao-20190225-3faafc2e-18|Seja o médico responsável pela restauração da saúde da nossa educação.
CNXP-opiniao-20190225-3faafc2e-19|O que o sistema público de educação no Brasil precisa, é de Português e Matemática, o resto deixa que a iniciativa privada assume!
CNXP-opiniao-20190219-f22175c1-0|Na tarde desta terça-feira (19), uma série de áudios entre o presidente Jair Bolsonaro e o ex-ministro da Secretaria Geral Gustavo Bebianno foi divulgada pela revista Veja.
CNXP-opiniao-20190219-f22175c1-1|O ministro foi demitido na segunda-feira (18), após uma crise no governo.
CNXP-opiniao-20190219-f22175c1-2|A demissão foi divulgada no Diário Oficial da União.
CNXP-opiniao-20190219-f22175c1-3|Se o Gustavo Bebianno acreditava que os áudios cedidos à Veja iriam ajuda-lo de alguma maneira, podemos concluir que o efeito se deu totalmente ao contrário.
CNXP-opiniao-20190219-f22175c1-4|Os áudios divulgados nesta terça apenas corroboram a versão de Carlos Bolsonaro, que desde o início garantiu que o ex-ministro não havia conversado com o presidente sobre o contexto do laranjal do PSL.
CNXP-opiniao-20190219-f22175c1-5|Gustavo Bebianno, numa clara tentativa de utilizar o presidente como escudo, indagado sobre a instabilidade no Executivo após a divulgação de supostas irreguladores eleitorais, utilizou do argumento que havia conversado “três vezes com o presidente”.
CNXP-opiniao-20190219-f22175c1-6|"Conclui-se, portanto:
— Bebianno vazava informações do governo à mídia (assim como o fez com os áudios)."
CNXP-opiniao-20190219-f22175c1-7|— Bolsonaro citou veículo no qual Bebianno seria informante (sendo o mesmo veículo que protesta abertamente contra a exoneração do ex-ministro).
CNXP-opiniao-20190219-f22175c1-8|— Bolsonaro deixa bem claro que não vai acobertar crime nenhum: “A Polícia Federal vai entrar no circuito, ela já entrou no circuito, para apurar a verdade”, ressaltou.
CNXP-opiniao-20190217-b09268b2-0|Como é preciso desenhar, explicar o desenho e desenhar a explicação do desenho, terei que explicar minha frase para evitar mal entendidos.
CNXP-opiniao-20190217-b09268b2-1|Mesmo sabendo que não adiantará de nada.
CNXP-opiniao-20190217-b09268b2-2|"Mas a menor parcela não analfabeta funcional já entendeu...
Mata-se mais de 60 mil pessoas por ano no Brasil."
CNXP-opiniao-20190217-b09268b2-3|Mas os movimentos de minorias não se importam com os outros.
CNXP-opiniao-20190217-b09268b2-4|Mesmo assim eles dizem que mata-se homossexuais por apenas serem homossexuais... e é disso que eu estava falando.
CNXP-opiniao-20190217-b09268b2-5|Não se mata negros no Brasil por serem negros, ocasionalmente eram negros cometendo crimes.
CNXP-opiniao-20190217-b09268b2-6|"[embed]https://twitter.com/TheInterceptBr/status/1097195088210477058?s=19[/embed]
Perceberam o discurso?"
CNXP-opiniao-20190217-b09268b2-7|Não se importam com violência, pois sempre agem com violência... não se importam com mortes, pois sempre os vemos pedindo a morte de todos que discordam deles.
CNXP-opiniao-20190217-b09268b2-8|São apenas escravos ideológicos de movimentos revolucionários que almejam o caos e o fim de toda a ordem.
CNXP-opiniao-20190217-b09268b2-9|Querem dominar o vocabulário com discursos autoritários, e é tudo.
